,Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate,Virality_Score,Like_View_Ratio,Engagement_Level_Calculated
3821,Post_3822,Instagram,#Challenge,Live Stream,USA,3734090,477638,19503,13683,High,510824,0.1368001306877981,0.14202308996301644,12.791282481139984,High
3822,Post_3823,TikTok,#Fashion,Video,Canada,4057482,290718,88697,48722,Medium,428137,0.10551790494695971,0.12737801424627393,7.164985574797374,High
3823,Post_3824,YouTube,#Challenge,Tweet,Japan,2422046,151082,35275,30849,Low,217206,0.08967872616787625,0.1042428591364491,6.237784088328628,Medium
3824,Post_3825,Twitter,#Gaming,Tweet,Brazil,2444116,438663,38040,36359,Low,513062,0.2099172052390312,0.2254811146443131,17.947716065849576,High
3825,Post_3826,TikTok,#Viral,Reel,India,2386255,369252,59222,5491,Medium,433965,0.1818602789726999,0.20667824687638162,15.474121583820674,High
3826,Post_3827,Twitter,#Dance,Live Stream,Germany,794531,34713,41353,39360,Medium,115426,0.14527564059803835,0.1973226972893443,4.368992525150057,High
3827,Post_3828,TikTok,#Viral,Reel,India,2649565,350482,73302,8582,Low,432366,0.16318376790152345,0.19084944132338705,13.227907222506335,High
3828,Post_3829,TikTok,#Fitness,Reel,Brazil,564507,224904,9554,39726,Low,274184,0.48570522597594007,0.5026297282407481,39.840781425208185,High
3829,Post_3830,YouTube,#Tech,Reel,Australia,1123373,8196,67615,20741,High,96552,0.08594830034191671,0.14613756962291244,0.7295884804067749,Medium
3830,Post_3831,TikTok,#Fashion,Tweet,USA,3130478,414825,82640,14664,High,512129,0.16359450537585635,0.18999302981844945,13.251171226886118,High
3831,Post_3832,Instagram,#Fitness,Reel,India,1521329,324725,63572,46365,Low,434662,0.2857120320456653,0.3274991799932822,21.34482416360958,High
3832,Post_3833,Twitter,#Fitness,Post,Germany,4801627,262727,22334,7455,Medium,292516,0.06092018392932229,0.06557152398551575,5.471624513940795,Medium
3833,Post_3834,Instagram,#Fashion,Post,UK,1952016,9304,91696,2329,High,103329,0.05293450463520791,0.09990952943008664,0.47663543741444747,Medium
3834,Post_3835,YouTube,#Challenge,Shorts,USA,902552,133861,42619,19775,Medium,196255,0.21744453505172,0.2646650830090676,14.8313892163554,High
3835,Post_3836,TikTok,#Fashion,Live Stream,Japan,2407138,439022,12270,28761,Medium,480053,0.19942894840262584,0.2045262880649136,18.2383394720203,High
3836,Post_3837,Twitter,#Viral,Live Stream,Australia,3062000,78187,39581,3625,Medium,121393,0.03964500326583932,0.05257152188112345,2.5534617896799476,Low
3837,Post_3838,Instagram,#Fashion,Tweet,UK,1100509,307784,15477,49898,Low,373159,0.33907855365108325,0.35314204608958216,27.967422347295663,High
3838,Post_3839,TikTok,#Fashion,Live Stream,Australia,2076350,109351,36430,20601,High,166382,0.08013196233775616,0.09767717388686878,5.2665013123991615,Medium
3839,Post_3840,Instagram,#Dance,Post,Canada,1699359,78852,19916,1843,High,100611,0.05920526504405485,0.07092497818295015,4.640102532778536,Medium
3840,Post_3841,Instagram,#Viral,Shorts,USA,3821272,244744,90943,48466,Low,384153,0.10053013760862875,0.12432928093053831,6.404778304187715,High
3841,Post_3842,TikTok,#Tech,Video,Brazil,112432,104899,35468,38042,High,178409,1.586816920449694,1.9022787106873489,93.29995019211611,High
3842,Post_3843,Twitter,#Viral,Reel,Japan,2392297,433292,77815,43106,Low,554213,0.2316656334894873,0.26419294928681514,18.11196519495698,High
3843,Post_3844,Instagram,#Viral,Video,USA,3510259,64432,8488,15662,High,88582,0.02523517495432673,0.02765323014626556,1.8355340731267977,Low
3844,Post_3845,Instagram,#Challenge,Shorts,India,1050906,57416,10271,31691,Low,99378,0.09456411896021147,0.10433759061229073,5.463476276660329,Medium
3845,Post_3846,TikTok,#Dance,Reel,Canada,4613461,351092,91775,10999,Low,453866,0.09837863590913633,0.11827151026095159,7.610165123320647,Medium
3846,Post_3847,Instagram,#Dance,Video,USA,691653,226370,15714,32571,High,274655,0.3970994125667061,0.41981889762641095,32.728839461406224,High
3847,Post_3848,Twitter,#Comedy,Tweet,Australia,1126747,490312,30079,26934,High,547325,0.485756784797297,0.5124522186435819,43.51571382040511,High
3848,Post_3849,Instagram,#Music,Video,Canada,3198087,152059,8360,16834,Low,177253,0.055424696076123006,0.05803875879549243,4.7546861608205155,Medium
3849,Post_3850,Instagram,#Fashion,Reel,Australia,4165262,271304,50757,28623,Low,350684,0.08419254299009282,0.09637833106296795,6.513491828365178,Medium
3850,Post_3851,Instagram,#Tech,Post,USA,1563039,135115,16789,43702,High,195606,0.12514467009460417,0.13588592479138398,8.644378035352924,High
3851,Post_3852,Instagram,#Gaming,Tweet,Brazil,400678,415846,4621,28563,High,449030,1.1206754551035993,1.1322084067505578,103.78558343607584,High
3852,Post_3853,TikTok,#Tech,Shorts,India,4447357,457067,39849,14331,Low,511247,0.11495524195606514,0.12391539514367747,10.277272546368552,High
3853,Post_3854,Instagram,#Music,Reel,Australia,531906,423823,33666,9162,Low,466651,0.8773185487661354,0.940611687027407,79.6800562505405,High
3854,Post_3855,YouTube,#Challenge,Post,UK,1277967,9345,48427,29304,High,87076,0.06813634467869671,0.10603012440853324,0.7312395390491303,Medium
3855,Post_3856,Twitter,#Tech,Tweet,UK,3182568,154491,70768,15216,Low,240475,0.0755600508771533,0.09779618220254838,4.854287481053037,Medium
3856,Post_3857,Twitter,#Viral,Reel,Brazil,4663539,21164,35101,32307,High,88572,0.018992443292529557,0.026519130643058844,0.4538184413167768,Low
3857,Post_3858,Twitter,#Fitness,Tweet,Japan,4694072,364519,55324,20924,Medium,440767,0.09389864492917877,0.10568457407555742,7.765517870198837,Medium
3858,Post_3859,Twitter,#Fashion,Video,Brazil,1802668,290040,25559,1638,Medium,317237,0.17598193344531549,0.19016036230742434,16.089485140913357,High
3859,Post_3860,YouTube,#Fashion,Live Stream,Germany,2888639,155660,55476,37832,High,248968,0.0861886860905776,0.10539357808296572,5.388696891511885,Medium
3860,Post_3861,TikTok,#Tech,Tweet,USA,4316751,108676,86682,16376,Low,211734,0.04904938922814867,0.06912976912497386,2.517541549188267,Low
3861,Post_3862,Twitter,#Comedy,Video,Germany,295470,303723,803,3736,Low,308262,1.0432937354046097,1.0460114394016313,102.79317697228146,High
3862,Post_3863,Twitter,#Music,Reel,Japan,452311,494784,86920,5601,Low,587305,1.2984539398776505,1.490622602589811,109.39022044566681,High
3863,Post_3864,YouTube,#Fashion,Video,Brazil,4672087,123172,32997,19286,Low,175455,0.0375538811670245,0.0446164636917078,2.6363378935366573,Low
3864,Post_3865,Instagram,#Education,Shorts,Brazil,3158238,178678,24440,18646,High,221764,0.0702176340098498,0.07795612616908543,5.657521694058523,Medium
3865,Post_3866,Twitter,#Tech,Post,Australia,399911,87132,81048,3953,High,172133,0.4304282702901396,0.6330933632733283,21.787847796134642,High
3866,Post_3867,TikTok,#Comedy,Tweet,UK,4584196,344718,40922,41695,Low,427335,0.09321918172783188,0.10214593791364941,7.5197046548620525,Medium
3867,Post_3868,Instagram,#Tech,Video,Germany,4726748,328582,45403,26119,Low,400104,0.08464678040800991,0.094252327392956,6.951544698384597,Medium
3868,Post_3869,YouTube,#Viral,Live Stream,UK,3036543,8922,11495,2819,High,23236,0.007652122825199577,0.011437677648562856,0.29382096680336817,Low
3869,Post_3870,TikTok,#Gaming,Shorts,India,4145988,46772,34624,45318,High,126714,0.030563040703446318,0.038914246736845355,1.12812675772337,Low
3870,Post_3871,TikTok,#Tech,Video,Australia,4261094,414331,77016,34159,Low,525506,0.1233265447793454,0.14140077642032775,9.723582723122277,High
3871,Post_3872,Instagram,#Fashion,Post,Brazil,2317238,96203,65181,21178,Medium,182562,0.07878431132235877,0.1069130577005901,4.151623613974913,Medium
3872,Post_3873,Twitter,#Music,Post,Canada,3933642,85583,99889,39360,Medium,224832,0.057156192658101575,0.08254970838729096,2.175668248406947,Medium
3873,Post_3874,Twitter,#Tech,Reel,Canada,2413376,222023,44351,48284,Low,314658,0.130380844095574,0.14875800538333023,9.199685419926277,High
3874,Post_3875,Twitter,#Music,Reel,USA,1632421,324630,37308,9030,High,370968,0.22725020077541272,0.2501045992424748,19.886414105184876,High
3875,Post_3876,TikTok,#Fashion,Post,USA,2199227,110460,75602,31496,Medium,217558,0.09892475856289505,0.13330138271310785,5.022673875866384,Medium
3876,Post_3877,YouTube,#Comedy,Live Stream,UK,4238088,464704,79303,38696,Medium,582703,0.13749195391884264,0.15620392969659902,10.964944569343533,High
3877,Post_3878,Twitter,#Comedy,Reel,India,3302311,175383,78519,38208,Medium,292110,0.08845623564830811,0.11223322091710926,5.31091711228894,Medium
3878,Post_3879,TikTok,#Education,Reel,Germany,3106785,9712,90375,41997,High,142084,0.04573345114000486,0.07482300835107676,0.3126061185437679,Low
3879,Post_3880,TikTok,#Tech,Post,Germany,3494484,368792,77220,35614,Medium,481626,0.1378246402043907,0.1599223232957999,10.553546675274518,High
3880,Post_3881,TikTok,#Fashion,Post,Germany,3513595,99891,65709,36540,Low,202140,0.0575308195736845,0.07623217815371436,2.842985603064667,Medium
3881,Post_3882,Instagram,#Fashion,Tweet,Australia,3209804,26530,39753,28986,Medium,95269,0.029680628474511216,0.0420654968340746,0.8265302180444664,Low
3882,Post_3883,YouTube,#Fashion,Live Stream,Germany,3641903,445354,53037,37796,Medium,536187,0.1472271502014194,0.16179014103341027,12.22860685745886,High
3883,Post_3884,Twitter,#Fashion,Tweet,India,3397817,471014,75767,31710,High,578491,0.17025372467086955,0.1925524535311937,13.862253323236654,High
3884,Post_3885,TikTok,#Dance,Shorts,Australia,2045438,167012,47179,49887,Low,264078,0.12910584432282962,0.1521713197857867,8.165097157674786,High
3885,Post_3886,Instagram,#Dance,Live Stream,USA,1489412,259640,31561,24249,High,315450,0.21179499023775825,0.23298523175588756,17.432382712103838,High
3886,Post_3887,TikTok,#Viral,Reel,Japan,2107990,324551,94759,33713,High,453023,0.21490756597517066,0.25985986650790566,15.396230532402905,High
3887,Post_3888,Instagram,#Gaming,Post,Germany,4540208,23381,72573,20823,High,116777,0.025720627777405792,0.04170513773818292,0.5149764063672854,Low
3888,Post_3889,Twitter,#Music,Post,Australia,3722456,135147,28659,8807,Medium,172613,0.04637072943239624,0.05406967872823749,3.63058690284049,Low
3889,Post_3890,YouTube,#Gaming,Reel,Australia,4820075,19851,77127,14304,Low,111282,0.023087192626670746,0.03908839592744926,0.41184006472928325,Low
3890,Post_3891,Instagram,#Challenge,Post,Brazil,2727232,201268,17759,4275,High,223302,0.08187862272076596,0.08839035329594255,7.379936873723982,Medium
3891,Post_3892,YouTube,#Fashion,Video,India,1749243,139816,95490,3867,Low,239173,0.13672943095956366,0.19131875902890563,7.992943233158573,High
3892,Post_3893,Twitter,#Fitness,Reel,USA,3578755,370590,32965,23433,High,426988,0.1193118836019789,0.1285231875330946,10.355277184383954,High
3893,Post_3894,Twitter,#Comedy,Tweet,USA,4542486,335370,7455,42264,Low,385089,0.08477494482096368,0.08641611663745359,7.382961664603919,Medium
3894,Post_3895,Twitter,#Tech,Tweet,Canada,349955,162950,22102,26115,High,211167,0.6034118672400737,0.6665685588147048,46.56312954522724,High
3895,Post_3896,YouTube,#Fitness,Reel,India,1863453,326354,13905,20155,Low,360414,0.19341190789357177,0.200873861589211,17.513401196595783,High
3896,Post_3897,Twitter,#Dance,Tweet,India,759536,388100,89052,38951,Low,516103,0.6794977459922901,0.7967430115228245,51.09698552800658,High
3897,Post_3898,Instagram,#Education,Post,Australia,870453,38904,71532,942,Medium,111378,0.12795406529703499,0.21013196576954757,4.469396969164332,High
3898,Post_3899,TikTok,#Dance,Live Stream,Australia,3217287,341230,50413,1801,Low,393444,0.12229061317812182,0.13796002656896944,10.606141136926858,High
3899,Post_3900,YouTube,#Viral,Post,USA,2433851,51816,2532,22598,Low,76946,0.03161491808660431,0.03265524471300831,2.1289717406694164,Low
3900,Post_3901,Instagram,#Fitness,Shorts,Australia,2271759,362820,34300,2604,Medium,399724,0.17595352323904076,0.19105195577523848,15.9708842355197,High
3901,Post_3902,Twitter,#Dance,Live Stream,India,4027776,199325,98891,41321,Low,339537,0.08429887858709124,0.1088511376998125,4.948760804970286,Medium
3902,Post_3903,Instagram,#Tech,Shorts,Japan,3407877,297655,26196,29062,High,352913,0.10355802160700049,0.11124491875733777,8.734323451227846,High
3903,Post_3904,YouTube,#Viral,Post,UK,1368185,91832,54213,23975,High,170020,0.12426682064194534,0.1638908480943732,6.711957812722695,High
3904,Post_3905,Instagram,#Tech,Tweet,UK,4671326,484650,10588,44560,Medium,539798,0.11555562596145078,0.11782222007198813,10.374998447978154,High
3905,Post_3906,Twitter,#Challenge,Post,Australia,2413147,45851,21486,8691,Low,76028,0.0315057474741489,0.04040947360438465,1.9000500176740165,Low
3906,Post_3907,Twitter,#Gaming,Live Stream,Japan,971147,205361,74326,13930,Low,293617,0.3023404283800496,0.378874670878868,21.146232238785682,High
3907,Post_3908,TikTok,#Fitness,Reel,Canada,287898,92831,33257,5160,Low,131248,0.4558836810259189,0.571400287601859,32.24440600490451,High
3908,Post_3909,Twitter,#Comedy,Live Stream,Australia,2245957,206179,15623,3682,Medium,225484,0.10039551068876207,0.1073515655019219,9.18000656290392,High
3909,Post_3910,YouTube,#Gaming,Reel,USA,1741714,207035,62609,14662,High,284306,0.16323345853567234,0.1991802328051563,11.886853984063974,High
3910,Post_3911,Twitter,#Comedy,Live Stream,USA,2607877,146469,64229,49402,Low,260100,0.0997362989128705,0.12436514452177001,5.616407522287286,Medium
3911,Post_3912,Twitter,#Fitness,Tweet,Australia,2064375,166788,9163,22734,Low,198685,0.09624462609748713,0.10068325764456555,8.079346049046322,Medium
3912,Post_3913,YouTube,#Viral,Post,Canada,2225947,453782,45771,10934,Medium,510487,0.22933475055785246,0.24989723474997383,20.386019972622886,High
3913,Post_3914,Instagram,#Challenge,Live Stream,Brazil,1482758,35680,95504,33046,Low,164230,0.11075981380643368,0.17516951518723892,2.406326588694851,High
3914,Post_3915,Instagram,#Education,Tweet,USA,4228374,380409,92056,17760,Medium,490225,0.1159370008424042,0.13770801731351107,8.99657882675468,High
3915,Post_3916,Instagram,#Viral,Tweet,India,297878,267634,48829,47518,Medium,363981,1.2219129979387535,1.3858358119767153,89.84685005270615,High
3916,Post_3917,Instagram,#Music,Post,India,2397124,484304,78146,4295,Low,566745,0.23642706843701036,0.2690269673158335,20.203543913456294,High
3917,Post_3918,TikTok,#Fashion,Reel,UK,2784227,394246,86809,31454,Medium,512509,0.18407586737719303,0.2152547188142346,14.159980490096533,High
3918,Post_3919,Instagram,#Comedy,Live Stream,Brazil,3335191,445929,16257,7451,Low,469637,0.14081262512401838,0.14568700863009046,13.370418665677619,High
3919,Post_3920,TikTok,#Viral,Post,Canada,4582912,20781,5849,49216,Low,75846,0.01654973955423975,0.01782600233214166,0.4534453203552675,Low
3920,Post_3921,TikTok,#Music,Live Stream,Brazil,1210794,86602,90843,3257,Low,180702,0.1492425631445151,0.22427018964415085,7.152496626180836,High
3921,Post_3922,TikTok,#Education,Tweet,Japan,2599368,103502,74019,22948,High,200469,0.0771222081675238,0.10559797612342693,3.9818140409514933,Medium
3922,Post_3923,Twitter,#Dance,Live Stream,India,4707489,308133,52155,27297,Low,387585,0.08233370274471168,0.09341285768272639,6.5455915032408996,Medium
3923,Post_3924,YouTube,#Music,Shorts,Brazil,2793980,105510,61565,11195,Medium,178270,0.06380503797450232,0.08583991295571192,3.7763334025297244,Medium
3924,Post_3925,Twitter,#Fitness,Reel,Australia,2624711,307198,71219,6193,Medium,384610,0.14653422795881146,0.17366826290589707,11.704069514700857,High
3925,Post_3926,YouTube,#Comedy,Video,UK,4381970,300506,49105,1905,High,351516,0.0802187144138367,0.0914248614207765,6.8577831431981515,Medium
3926,Post_3927,Instagram,#Fitness,Live Stream,USA,39409,71007,41600,46694,High,159301,4.042249232408841,5.097845669770865,180.1796543936664,High
3927,Post_3928,Instagram,#Fitness,Post,Brazil,3499748,84192,50937,40619,Low,175748,0.050217329933469494,0.06477180642720562,2.4056589217280786,Medium
3928,Post_3929,Instagram,#Gaming,Shorts,Canada,2030644,499249,11833,28123,High,539205,0.2655339882323046,0.2713612036378607,24.58574718168226,High
3929,Post_3930,Twitter,#Fitness,Video,Brazil,4021988,496947,98292,6829,Low,602068,0.14969413135991455,0.17413279204214432,12.355755412497501,High
3930,Post_3931,Instagram,#Dance,Reel,USA,4255189,351819,3829,20387,Low,376035,0.08837092782482753,0.08927077034651104,8.267999376760939,Medium
3931,Post_3932,TikTok,#Challenge,Tweet,Germany,1401182,272628,22588,31504,Low,326720,0.2331745626192743,0.24929523787773467,19.457001303185454,High
3932,Post_3933,TikTok,#Viral,Reel,Japan,3984874,115614,39890,37181,Medium,192685,0.048354101033056505,0.05836445518729074,2.901321346672442,Low
3933,Post_3934,TikTok,#Comedy,Video,Japan,631935,263783,3049,40556,High,307388,0.4864234454492946,0.49124830876593323,41.7421095524065,High
3934,Post_3935,YouTube,#Gaming,Post,India,3577981,355446,61987,18325,High,435758,0.12178879653078091,0.13911337147961378,9.934261808545099,High
3935,Post_3936,TikTok,#Dance,Live Stream,USA,4661813,48452,12647,2749,High,63848,0.013695959061420954,0.016408852092522803,1.03933812874948,Low
3936,Post_3937,YouTube,#Music,Live Stream,India,4153771,162185,6853,26355,Medium,195393,0.04703990662942179,0.0486897327753504,3.904524346671976,Low
3937,Post_3938,Instagram,#Comedy,Shorts,India,3523284,272930,96467,47190,Low,416587,0.11823826861530322,0.1456181221837354,7.746466081076632,High
3938,Post_3939,YouTube,#Music,Video,Germany,141033,325404,4011,41320,High,370735,2.6287110108981584,2.6571511632029385,230.728978324222,High
3939,Post_3940,YouTube,#Fitness,Video,USA,1058655,486037,47060,4660,Medium,537757,0.5079624618029481,0.5524150927355937,45.91080191374905,High
3940,Post_3941,Instagram,#Dance,Live Stream,Canada,2030560,466132,51434,46110,Low,563676,0.2775963281065322,0.3029262863446537,22.955834843589944,High
3941,Post_3942,Instagram,#Tech,Post,Canada,234535,251440,28477,22111,High,302028,1.2877736798345663,1.4091926578122669,107.20787942098194,High
3942,Post_3943,TikTok,#Fitness,Reel,Australia,3959483,363451,40906,30644,Low,435001,0.10986308060926137,0.12019422737766522,9.179253958155648,High
3943,Post_3944,Instagram,#Viral,Live Stream,Brazil,2476219,352894,54154,45066,Low,452114,0.18258239679123697,0.20445202948527574,14.251324297245112,High
3944,Post_3945,YouTube,#Music,Post,Brazil,3857161,320872,49073,49058,High,419003,0.10862989644456117,0.12135246623099218,8.318864574229595,High
3945,Post_3946,Twitter,#Fashion,Shorts,UK,4171762,41967,76316,1045,Medium,119328,0.028603741057136048,0.04689721033942013,1.0059778098558836,Low
3946,Post_3947,Instagram,#Music,Video,USA,3356648,113463,87529,19511,High,220503,0.06569142787685811,0.09176773972129339,3.3802471989913747,Medium
3947,Post_3948,YouTube,#Tech,Live Stream,USA,3857226,337967,30773,37272,High,406012,0.1052601014304062,0.11323811464508432,8.761918539385558,High
3948,Post_3949,Twitter,#Education,Live Stream,USA,3147293,454319,10944,15888,High,481151,0.15287772698633398,0.1563550009484341,14.435230529855339,High
3949,Post_3950,YouTube,#Comedy,Live Stream,Australia,975369,208583,6013,40027,Low,254623,0.2610529963531751,0.26721784268312815,21.385034791960784,High
3950,Post_3951,YouTube,#Viral,Tweet,UK,4604015,496554,67838,8078,High,572470,0.12434147151996681,0.139076002141609,10.785238536364455,High
3951,Post_3952,Twitter,#Fashion,Live Stream,Germany,279023,186319,64408,2331,Low,253058,0.9069431552237629,1.1377771724911567,66.77549879400623,High
3952,Post_3953,TikTok,#Viral,Video,UK,4887642,267244,25145,15083,Low,307472,0.06290804441078131,0.06805265197410121,5.467749070001444,Medium
3953,Post_3954,TikTok,#Viral,Post,UK,2513082,208085,65223,2112,Low,275420,0.10959451382804063,0.1355479049231183,8.280072039034142,High
3954,Post_3955,Twitter,#Fitness,Video,Germany,2832427,190157,12005,1268,Medium,203430,0.07182179805516611,0.07606021267273613,6.713571082326217,Medium
3955,Post_3956,YouTube,#Tech,Shorts,UK,780047,177389,26953,373,Medium,204715,0.262439314554123,0.296992360716726,22.740809207650308,High
3956,Post_3957,YouTube,#Education,Video,UK,2810890,230790,78827,2669,Low,312286,0.11109862001003241,0.13914205109413744,8.210566759994165,High
3957,Post_3958,Instagram,#Dance,Post,Brazil,26531,366987,95517,48128,Low,510632,19.246617164826052,22.84682070031284,1383.2384757453544,High
3958,Post_3959,Twitter,#Fitness,Shorts,Japan,3868670,289592,51598,34304,Medium,375494,0.09706023000152507,0.11039763019332226,7.485569976245065,Medium
3959,Post_3960,TikTok,#Music,Tweet,UK,4875320,392724,47050,31603,Low,471377,0.09668637135613663,0.10633701992894826,8.05534816176169,Medium
3960,Post_3961,Twitter,#Gaming,Shorts,Japan,4890733,191195,76245,46882,Low,314322,0.0642688938447468,0.07985858152550956,3.9093322003061712,Medium
3961,Post_3962,YouTube,#Fitness,Video,Canada,2980877,460881,87021,98,Medium,548000,0.1838385146384772,0.21303160110262853,15.461255194360584,High
3962,Post_3963,TikTok,#Challenge,Shorts,India,2429444,73347,34856,10627,High,118830,0.0489124260530393,0.06325974173514598,3.019085848449275,Low
3963,Post_3964,Instagram,#Viral,Shorts,Brazil,2561592,417783,857,23063,Medium,441703,0.17243300260150718,0.1727675601735171,16.309505963478962,High
3964,Post_3965,Twitter,#Gaming,Post,USA,2139489,253501,29122,42801,Medium,325424,0.15210360978719684,0.16571527126337177,11.848670406812094,High
3965,Post_3966,Twitter,#Viral,Reel,Canada,3304797,79964,91333,16151,High,187448,0.05671997402563607,0.08435646728074372,2.4196342468236325,Medium
3966,Post_3967,YouTube,#Challenge,Live Stream,India,831664,281099,74034,35394,High,390527,0.46957304873121836,0.5585921718386271,33.79958733334616,High
3967,Post_3968,TikTok,#Comedy,Reel,Canada,1896555,325635,90256,42579,Medium,458470,0.24173830972473775,0.28932775479751444,17.169815797590896,High
3968,Post_3969,YouTube,#Music,Reel,Canada,2926180,224208,89599,29486,Low,343293,0.11731779999863302,0.14793758415408484,7.662139717994108,High
3969,Post_3970,Instagram,#Fitness,Tweet,Germany,3337724,191570,71507,21918,Medium,284995,0.08538602952191374,0.1068099099865657,5.739539878072603,Medium
3970,Post_3971,Instagram,#Viral,Tweet,Canada,1767518,159813,39987,10720,Low,210520,0.11910486908761325,0.14172811818606657,9.041661810516215,High
3971,Post_3972,YouTube,#Music,Live Stream,Brazil,1296974,92749,71374,20625,Medium,184748,0.1424454152511924,0.19747658781132083,7.15118421803367,High
3972,Post_3973,Twitter,#Viral,Post,USA,3708594,356699,58539,21198,Medium,436436,0.11768233459904212,0.13346702281241893,9.618173356263856,High
3973,Post_3974,Twitter,#Education,Post,USA,2599117,475173,74585,31898,High,581656,0.22378984862936144,0.2524861327904823,18.282093495598698,High
3974,Post_3975,TikTok,#Challenge,Tweet,Australia,1823238,494324,85923,40077,Medium,620324,0.3402320486957819,0.38735864434593836,27.11242306270492,High
3975,Post_3976,TikTok,#Tech,Video,Germany,1600077,129716,2790,14896,Low,147402,0.09212181663757432,0.09386548272364392,8.106859857369365,Medium
3976,Post_3977,Twitter,#Gaming,Tweet,Australia,4518205,36025,67055,4213,Medium,107293,0.023746819810079447,0.03858789054502839,0.7973299130960194,Low
3977,Post_3978,TikTok,#Tech,Reel,UK,3675898,424882,5868,47233,Medium,477983,0.13003162764581608,0.13162797226691275,11.558590581131467,High
3978,Post_3979,YouTube,#Education,Post,Canada,1693131,46838,16010,46321,Medium,109169,0.06447758619976836,0.0739334404721194,2.766354168696929,Medium
3979,Post_3980,Twitter,#Music,Tweet,Japan,440358,161015,16528,37265,Medium,214808,0.4878031056549444,0.5253362037251509,36.56456791973803,High
3980,Post_3981,Twitter,#Challenge,Reel,USA,4332749,174493,80245,4174,Low,258912,0.059756981075986634,0.07827755542728185,4.02730460499789,Medium
3981,Post_3982,Twitter,#Music,Post,Canada,1776924,72352,86364,20563,Low,179279,0.10089289131105213,0.14949598294580974,4.071755460559934,High
3982,Post_3983,Instagram,#Viral,Live Stream,Canada,4388298,330555,48407,35648,High,414610,0.09448082149389125,0.10551174965784,7.5326470535957215,Medium
3983,Post_3984,TikTok,#Music,Post,Germany,2882534,185167,90764,24019,Low,299950,0.10405774918873463,0.13554532227547011,6.423757707628081,High
3984,Post_3985,YouTube,#Music,Shorts,Australia,2412512,455400,49741,46703,High,551844,0.22874248915653062,0.24936041768911407,18.876590043904447,High
3985,Post_3986,YouTube,#Music,Live Stream,Brazil,1550445,472372,85121,11599,Medium,569092,0.36705074994598325,0.4219517622360032,30.46686596428767,High
3986,Post_3987,YouTube,#Comedy,Post,Japan,3985203,968,67956,3471,Medium,72395,0.01816595039198756,0.03521803029858203,0.024289854243309563,Low
3987,Post_3988,YouTube,#Music,Tweet,Japan,3906230,212115,8663,32728,Low,253506,0.06489786827708557,0.06711560763191107,5.430171802479629,Medium
3988,Post_3989,Twitter,#Fashion,Reel,Australia,1945337,66807,22816,37103,High,126726,0.0651434687151892,0.07687202782859731,3.4342121699222297,Medium
3989,Post_3990,TikTok,#Music,Post,Australia,2238529,13461,7839,12119,Low,33419,0.01492900024971756,0.018430853475652986,0.6013323928347589,Low
3990,Post_3991,YouTube,#Fashion,Shorts,Japan,1185769,77172,70940,21826,Low,169938,0.1433145916278803,0.20314074663783588,6.508181610414844,High
3991,Post_3992,TikTok,#Education,Post,Germany,273295,216531,53482,21529,Low,291542,1.066766680693024,1.2624599791434163,79.22977002872355,High
3992,Post_3993,Twitter,#Fitness,Post,India,1671364,127067,2495,5413,Low,134975,0.080757393362547,0.08225018607556463,7.602592852305063,Medium
3993,Post_3994,Twitter,#Music,Video,India,722275,356481,92576,5159,Low,454216,0.6288685057630404,0.7570412931362708,49.35530095877609,High
3994,Post_3995,TikTok,#Music,Post,Japan,3529332,98208,65819,48777,High,212804,0.060295829352410034,0.0789449674895986,2.7826228872772525,Medium
3995,Post_3996,Twitter,#Fashion,Live Stream,Brazil,2061542,244871,89297,1231,Low,335399,0.16269326552648455,0.20600890013397738,11.878050507823755,High
3996,Post_3997,YouTube,#Music,Shorts,USA,1158625,120211,76162,42534,Low,238907,0.2061987269392599,0.27193354191390656,10.37531556802244,High
3997,Post_3998,Instagram,#Fitness,Video,India,819360,249139,23677,17298,High,290114,0.35407391134544036,0.3829708553016989,30.40653680921695,High
3998,Post_3999,YouTube,#Fashion,Video,Australia,4045897,414208,96075,26070,High,536353,0.1325671414769086,0.15631342073216398,10.237729729649567,High
3999,Post_4000,YouTube,#Comedy,Reel,Canada,491577,279007,74786,43588,High,397381,0.8083799689570504,0.9605148328746056,56.75753747632619,High
4000,Post_4001,Instagram,#Fashion,Reel,UK,37868,454927,20602,4792,High,480321,12.684086827928594,13.228134572726313,1201.349424316045,High
4001,Post_4002,Instagram,#Comedy,Live Stream,Canada,4239953,55663,86769,31454,Low,173886,0.04101130366303589,0.0614759173038003,1.3128211562722512,Low
4002,Post_4003,YouTube,#Viral,Tweet,India,1532152,114456,95705,32194,Medium,242355,0.15817947566559976,0.22064390478229315,7.470277100444342,High
4003,Post_4004,Instagram,#Fitness,Reel,Australia,309913,233668,86886,20588,High,341142,1.100766989445425,1.3811230893831494,75.39793425896946,High
4004,Post_4005,Instagram,#Music,Shorts,UK,818780,44981,24326,35705,High,105012,0.1282542319060065,0.15796428833141993,5.493661300959965,High
4005,Post_4006,YouTube,#Music,Shorts,UK,4756488,185347,55971,17036,Medium,258354,0.0543161256792827,0.06608342121329855,3.896719596475383,Medium
4006,Post_4007,TikTok,#Viral,Video,Canada,1424172,220254,90996,21734,High,332984,0.23380883769657035,0.29770280556000256,15.465407268223219,High
